नागरिकता जारी जिल्ला,count
काठमाडौं,10
झापा,7
धनुषा,7
ललितपुर,5
धादिङ,4
चितवन,4
कालिकोट,4
सिराहा,4
काभ्रेपलान्चोक,3
पाल्पा,3
कञ्चनपुर,3
दाङ,3
कैलाली,3
सर्लाही,3
इलाम,2
उदयपुर,2
संखुवासभा,2
बाँके,2
मोरङ,2
अछाम,2
कपिलवस्तु,2
रौतहट,2
पर्सा,2
खोटाङ,1
गोरखा,1
धनकुटा,1
मुगु,1
रुकुम,1
दार्चुला,1
लमजुङ,1
मकवानपुर,1
रोल्पा,1
सिन्धुली,1
रामेछाप,1
दैलेख,1
हुम्ला,1
भोजपुर,1
जाजरकोट,1
बैतडी,1
तनहुँ,1
बारा,1
पर्वत,1
दोलखा,1
गुल्मी,1
नवलपरासी,1
महोत्तरी,1
