नागरिकता जारी जिल्ला,count
काठमाडौं,11
पर्सा,7
कालिकोट,5
गुल्मी,3
सर्लाही,3
रौतहट,3
धनुषा,3
चितवन,2
धनकुटा,2
झापा,2
तेह्रथुम,2
सिराहा,2
गोरखा,2
खोटाङ,2
नवलपरासी,2
उदयपुर,2
हुम्ला,1
कञ्चनपुर,1
धादिङ,1
सुनसरी,1
सुर्खेत,1
दोलखा,1
मकवानपुर,1
भक्तपुर,1
बाँके,1
बझाङ,1
दैलेख,1
कैलाली,1
अछाम,1
सिन्धुपाल्चोक,1
