नागरिकता जारी जिल्ला,count
काठमाडौं,4
ललितपुर,4
कैलाली,2
बारा,1
बझाङ,1
दैलेख,1
महोत्तरी,1
मोरङ,1
संखुवासभा,1
कञ्चनपुर,1
तनहुँ,1
काभ्रेपलान्चोक,1
नवलपरासी,1
चितवन,1
ओखलढुंगा,1
