नागरिकता जारी जिल्ला,count
नवलपरासी,9
काठमाडौं,7
धनुषा,6
झापा,6
रामेछाप,5
सुनसरी,4
जुम्ला,4
बारा,3
रौतहट,3
बाँके,3
सिन्धुली,3
सर्लाही,3
खोटाङ,3
भक्तपुर,3
काभ्रेपलान्चोक,2
कञ्चनपुर,2
सोलुखुम्बु,2
पर्सा,2
तेह्रथुम,2
उदयपुर,2
दैलेख,2
ओखलढुंगा,2
इलाम,1
तनहुँ,1
दाङ,1
बैतडी,1
मोरङ,1
दार्चुला,1
धनकुटा,1
चितवन,1
गोरखा,1
ललितपुर,1
नुवाकोट,1
कालिकोट,1
कैलाली,1
पाँचथर,1
सुर्खेत,1
रुकुम,1
अघाखाँची,1
लमजुङ,1
मकवानपुर,1
भोजपुर,1
