नागरिकता जारी जिल्ला,count
सिराहा,12
धनुषा,9
ओखलढुंगा,4
महोत्तरी,2
उदयपुर,2
हुम्ला,2
ललितपुर,2
भक्तपुर,1
काभ्रेपलान्चोक,1
नुवाकोट,1
धादिङ,1
काठमाडौं,1
दोलखा,1
सर्लाही,1
