नागरिकता जारी जिल्ला,count
सर्लाही,12
भक्तपुर,4
झापा,4
सिन्धुपाल्चोक,3
काठमाडौं,3
ललितपुर,3
महोत्तरी,3
पाल्पा,2
धादिङ,2
मोरङ,2
तेह्रथुम,2
सिराहा,2
चितवन,1
जुम्ला,1
दोलखा,1
खोटाङ,1
ओखलढुंगा,1
बाग्लुङ,1
तनहुँ,1
मकवानपुर,1
लमजुङ,1
संखुवासभा,1
ताप्लेजुङ,1
बारा,1
डोल्पा,1
डोटी,1
उदयपुर,1
रौतहट,1
