नागरिकता जारी जिल्ला,count
सिराहा,11
काठमाडौं,9
झापा,7
चितवन,5
अघाखाँची,4
रामेछाप,4
भक्तपुर,4
कैलाली,4
काभ्रेपलान्चोक,3
सिन्धुली,3
सिन्धुपाल्चोक,3
गुल्मी,3
ओखलढुंगा,3
कालिकोट,3
पर्सा,3
दाङ,3
महोत्तरी,3
मकवानपुर,3
ललितपुर,2
मुगु,2
दोलखा,2
रुकुम,2
धनुषा,2
बारा,2
बाँके,2
रौतहट,1
सुनसरी,1
संखुवासभा,1
खोटाङ,1
गोरखा,1
बाग्लुङ,1
तनहुँ,1
तेह्रथुम,1
पर्वत,1
ताप्लेजुङ,1
सर्लाही,1
सोलुखुम्बु,1
