नागरिकता जारी जिल्ला,count
काठमाडौं,7
पर्सा,7
गोरखा,6
सुनसरी,5
बारा,5
रुकुम,5
नवलपरासी,4
धादिङ,4
काभ्रेपलान्चोक,3
सर्लाही,3
ललितपुर,3
भक्तपुर,3
बाग्लुङ,3
कालिकोट,3
रौतहट,3
महोत्तरी,3
मोरङ,3
चितवन,2
झापा,2
भोजपुर,2
मकवानपुर,2
सिन्धुली,2
जुम्ला,2
पर्वत,1
सिन्धुपाल्चोक,1
पाँचथर,1
डोटी,1
बाँके,1
धनुषा,1
सिराहा,1
दार्चुला,1
अघाखाँची,1
उदयपुर,1
खोटाङ,1
ओखलढुंगा,1
जाजरकोट,1
मुगु,1
कैलाली,1
