नागरिकता जारी जिल्ला,count
कपलवतु,5
अघाखाँची,3
पसा,2
नुवाकोट,2
सुनसर,2
सतर,2
कपलबतु,1
धादग,1
यांजा,1
काक,1
काठमाड,1
युठान,1
डडे धुरा,1
मकवानपुर,1
रामेछाप,1
हुला,1
दाङ,1
