नागरिकता जारी जिल्ला,count
चितवन,2
काठमाडौं,2
ललितपुर,2
तेह्रथुम,2
बारा,2
रुकुम,1
कालिकोट,1
भक्तपुर,1
मकवानपुर,1
सिन्धुली,1
सिन्धुपाल्चोक,1
नुवाकोट,1
धादिङ,1
मुगु,1
सर्लाही,1
रौतहट,1
पर्सा,1
