नागरिकता जारी जिल्ला,count
मोरङ,32
सर्लाही,3
काठमाडौं,2
जाजरकोट,2
महोत्तरी,2
सिन्धुली,1
पर्सा,1
बारा,1
नुवाकोट,1
भोजपुर,1
