नागरिकता जारी जिल्ला,count
कपिलवस्तु,14
काठमाडौं,9
रौतहट,8
बारा,5
तनहुँ,5
ललितपुर,4
सर्लाही,4
काभ्रेपलान्चोक,3
सुनसरी,3
सिराहा,3
अघाखाँची,3
धादिङ,3
रामेछाप,2
तेह्रथुम,2
झापा,2
मकवानपुर,2
बाँके,2
भक्तपुर,1
पाँचथर,1
नुवाकोट,1
महोत्तरी,1
मोरङ,1
धनकुटा,1
नवलपरासी,1
दोलखा,1
जाजरकोट,1
कञ्चनपुर,1
बैतडी,1
पर्सा,1
उदयपुर,1
ताप्लेजुङ,1
लमजुङ,1
कालिकोट,1
जुम्ला,1
सुर्खेत,1
धनुषा,1
