नागरिकता जारी जिल्ला,count
सर्लाही,5
सिराहा,2
पर्सा,2
रामेछाप,1
धनुषा,1
सोलुखुम्बु,1
सिन्धुली,1
कपिलवस्तु,1
काठमाडौं,1
बारा,1
मकवानपुर,1
मुगु,1
रौतहट,1
