नागरिकता जारी जिल्ला,count
नवलपरासी (बदघाट सु ता,9
काठमाड,7
धनुषा,6
झापा,6
सतर,5
रामेछाप,5
सुनसर,4
जु ला,4
बारा,3
रौतहट,3
बाँके,3
सधुल,3
सलाह,3
खोटाङ,3
भतपुर,3
काेपलाचोक,2
कचनपुर,2
सोलुखु बु,2
पसा,2
ते थुम,2
उदयपुर,2
दैलेख,2
ओखलढुगा,2
इलाम,1
तनहुँ,1
दाङ,1
बैतडी,1
मोरङ,1
दाचलु ा,1
धनकुटा,1
चतवन,1
गोरखा,1
ललतपुर,1
नुवाकोट,1
काक,1
कैलाल,1
पाँचथर,1
याङजा,1
सुखत,1
कुम (पूव भाग),1
अघाखाँची,1
लमजुङ,1
मकवानपुर,1
भोजपुर,1
