नागरिकता जारी जिल्ला,count
ललितपुर,2
बाँके,2
धनुषा,2
भक्तपुर,1
गोरखा,1
काभ्रेपलान्चोक,1
काठमाडौं,1
सुनसरी,1
कैलाली,1
