नागरिकता जारी जिल्ला,count
पदेह,4
रामेछाप,2
आदवासी जनजात काठमाड,1
याङजा,1
खस आय बाजुरा,1
काेपलाचोक,1
दलत दाङ,1
मधेशी पदेह,1
