नागरिकता जारी जिल्ला,count
काठमाडौं,5
ललितपुर,3
कालिकोट,3
धादिङ,2
सुनसरी,2
सिन्धुपाल्चोक,1
धनकुटा,1
भक्तपुर,1
ओखलढुंगा,1
बारा,1
कपिलवस्तु,1
