नागरिकता जारी जिल्ला,count
काठमाडौं,7
कालिकोट,5
गोरखा,5
सर्लाही,5
कैलाली,5
धनुषा,5
महोत्तरी,4
बाग्लुङ,3
चितवन,3
सिन्धुपाल्चोक,3
रामेछाप,3
उदयपुर,3
सिराहा,3
रुकुम,3
भक्तपुर,3
ललितपुर,3
कञ्चनपुर,3
सिन्धुली,2
सोलुखुम्बु,2
बाँके,2
लमजुङ,2
झापा,2
दोलखा,2
जाजरकोट,2
दाङ,2
रौतहट,2
बारा,2
धादिङ,1
पर्सा,1
सुर्खेत,1
जुम्ला,1
ओखलढुंगा,1
काभ्रेपलान्चोक,1
मोरङ,1
तेह्रथुम,1
भोजपुर,1
ताप्लेजुङ,1
मकवानपुर,1
नवलपुर,1
बझाङ,1
पाल्पा,1
अघाखाँची,1
अछाम,1
