नागरिकता जारी जिल्ला,count
महोत्तरी,9
सर्लाही,5
काठमाडौं,5
काभ्रेपलान्चोक,5
झापा,5
पर्सा,5
सिराहा,5
कालिकोट,4
तनहुँ,3
बाँके,3
कपिलवस्तु,3
सुर्खेत,3
मुगु,2
संखुवासभा,2
सोलुखुम्बु,2
कैलाली,2
दाङ,2
धनकुटा,2
मकवानपुर,2
धनुषा,2
रौतहट,2
बारा,2
नवलपरासी,2
नुवाकोट,1
चितवन,1
जुम्ला,1
ओखलढुंगा,1
पर्वत,1
दोलखा,1
सिन्धुपाल्चोक,1
सुनसरी,1
भोजपुर,1
ललितपुर,1
भक्तपुर,1
इलाम,1
मोरङ,1
ताप्लेजुङ,1
अछाम,1
