नागरिकता जारी जिल्ला,count
बारा,4
काठमाड,3
कैलाल,3
बदया,3
सतर,3
दाङ,2
सयान,1
मोरङ,1
ललतपुर,1
महोर,1
अछाम,1
कालकोट,1
बाँके,1
