नागरिकता जारी जिल्ला,count
कैलाली,5
दाङ,2
नवलपरासी,2
चितवन,2
अछाम,1
सिन्धुपाल्चोक,1
काभ्रेपलान्चोक,1
रामेछाप,1
पाल्पा,1
धादिङ,1
तनहुँ,1
महोत्तरी,1
धनुषा,1
पर्सा,1
गोरखा,1
